observacion_id,fecha,ciudad,estacion_id,temp_max,temp_min,temp_media,precipitacion_mm,humedad_pct,velocidad_viento_kmh,condicion_climatica
8794,2024-01-25,Barcelona,5,7.7,-0.2,3.8,2.7,86,35.3,Nublado
12577,2024-06-02,Bilbao,7,26.8,16.4,21.6,9.7,65,53.6,Niebla
8079,2022-02-09,Barcelona,5,12.5,1.4,7.0,2.3,69,78.0,Viento fuerte
9244,2020-04-18,Valencia,6,22.2,10.9,16.6,2.3,83,44.3,Parcialmente nublado
10463,2023-08-20,Valencia,6,30.1,23.0,26.6,0.6,36,56.2,Nublado
3889,2020-08-22,Malaga,3,33.5,23.0,28.2,1.0,43,14.8,Nublado
15022,2021-02-09,Murcia,9,14.8,2.9,8.8,9.3,59,68.1,Tormenta
12740,2024-11-12,Bilbao,7,20.2,10.7,15.4,0.1,64,4.4,Nublado
12972,2020-07-01,Zaragoza,8,29.3,19.4,24.4,0,77,35.8,Lluvia fuerte
14222,2023-12-03,Zaragoza,8,9.0,-2.7,3.1,0,92,37.1,Viento fuerte
11336,2021-01-08,Bilbao,7,15.9,6.2,11.1,1.1,42,70.1,Viento fuerte
12156,2023-04-08,Bilbao,7,21.5,11.1,16.3,3.8,58,15.0,Viento fuerte
4562,2022-06-26,Málaga,3,30.1,19.7,24.9,0.6,72,52.4,Tormenta
1970,2020-05-22,Sevilla,2,28.8,15.6,22.2,0,81,37.3,Viento fuerte
12584,2024-06-09,Bilbao,7,22.2,10.9,16.6,4.0,57,11.6,Despejado
6087,2021-08-28,Madrid,4,33.3,25.0,29.1,1.1,34,0.2,Lluvia ligera
17993,2024-03-29,Almería,10,20.4,11.1,15.8,1.6,44,47.4,Tormenta
5376,2024-09-17,Málaga,3,32.7,23.9,28.3,7.7,79,79.6,Niebla
13181,2021-01-26,Zaragoza,8,10.8,-1.7,4.6,0,62,18.1,Lluvia ligera
15451,2022-04-14,Murcia,9,25.1,14.4,19.8,0,78,0.8,Viento fuerte
9776,2021-10-02,Valencia,6,21.1,11.1,16.1,10.1,82,79.3,Despejado
5794,2020-11-08,Madrid,4,15.1,6.0,10.6,1.9,66,33.0,Despejado
4409,2022-01-24,Málaga,3,20.7,7.8,14.2,0.4,60,22.0,Viento fuerte
17680,2023-05-21,Almería,10,27.3,16.0,21.6,1.1,90,71.6,Tormenta
7603,2020-10-21,Barcelona,5,20.8,10.4,15.6,0,95,43.8,Nieve
8607,2023-07-22,Barcelona,5,27.4,18.8,23.1,1.3,94,28.5,Tormenta
5122,2024-01-07,Málaga,3,16.4,9.3,12.8,2.6,74,51.1,Despejado
14065,2023-06-29,Zaragoza,8,25.7,15.7,20.7,1.3,45,70.0,Despejado
7630,2020-11-17,Barcelona,5,17.2,4.7,10.9,1.4,60,1.5,Lluvia ligera
1513,2024-02-21,Granada,1,16.3,7.5,11.9,0.7,90,41.9,Lluvia fuerte
12812,2020-01-23,Zaragoza,8,11.6,0.3,6.0,1.4,62,65.2,Lluvia fuerte
308,2020-11-03,Granada,1,15.2,4.6,9.9,2.9,49,27.6,Despejado
5463,2024-12-13,Málaga,3,20.2,8.5,14.3,0,37,51.5,Tormenta
12832,2020-02-12,Zaragoza,8,16.9,4.7,10.8,0.7,53,49.0,Lluvia ligera
15438,2022-04-01,Murcia,9,21.5,11.1,16.3,0.2,57,63.1,Lluvia ligera
344,2020-12-09,Granada,1,13.0,4.5,8.8,2.1,51,35.2,Lluvia fuerte
11165,2020-07-21,Bilbao,7,29.7,17.2,23.4,0.1,36,52.4,Viento fuerte
4449,2022-03-05,Málaga,3,20.3,10.8,15.6,1.5,34,60.6,Nieve
8626,2023-08-10,Barcelona,5,26.0,18.6,22.3,0,92,47.3,Parcialmente nublado
5154,2024-02-08,Málaga,3,14.1,3.5,8.8,11.8,64,58.2,Lluvia fuerte
591,2021-08-13,Granada,1,31.5,23.3,27.4,2.4,64,71.0,Niebla
13660,2022-05-20,Zaragoza,8,22.5,12.3,17.4,5.2,63,16.7,Tormenta
10160,2022-10-21,Valencia,6,23.6,12.5,18.1,1.8,40,42.9,Lluvia fuerte
1597,2024-05-15,Granada,1,25.2,14.1,19.6,0.2,70,36.1,Viento fuerte
3656,2020-01-02,Málaga,3,21.3,8.8,15.1,6.3,63,36.1,Nieve
13527,2022-01-07,Zaragoza,8,15.1,4.1,9.6,2.3,54,11.8,Lluvia ligera
2340,2021-05-27,Sevilla,2,26.4,15.2,20.8,0.7,83,25.2,Nieve
4502,2022-04-27,Málaga,3,21.9,11.4,16.6,0.7,77,66.1,Viento fuerte
13668,2022-05-28,Zaragoza,8,20.1,11.5,15.8,11.6,86,8.4,Tormenta
6669,2023-04-02,Madrid,4,23.2,11.5,17.4,0.6,33,79.0,Nieve
6601,2023-01-24,Madrid,4,13.0,2.9,8.0,9.0,82,8.2,Despejado
134,2020-05-13,Granada,1,19.0,10.5,14.8,0.4,77,24.9,Niebla
8773,2024-01-04,Barcelona,5,11.6,1.0,6.3,6.4,68,50.6,Lluvia fuerte
5938,2021-04-01,Madrid,4,17.1,8.5,12.8,1.6,64,17.9,Lluvia fuerte
7899,2021-08-13,Barcelona,5,19.6,8.7,14.2,8.5,76,21.9,Despejado
14400,2024-05-29,Zaragoza,8,20.8,11.3,16.1,1.0,44,26.5,Tormenta
2592,2022-02-03,Sevilla,2,18.5,11.4,14.9,6.8,59,58.8,Parcialmente nublado
5561,2020-03-20,Madrid,4,17.2,7.3,12.2,4.8,44,21.7,Niebla
18146,2024-08-29,Almería,10,30.0,19.5,24.8,1.4,40,39.7,Lluvia ligera
1922,2020-04-04,Sevilla,2,19.3,11.4,15.4,5.8,80,2.2,Niebla
5403,2024-10-14,Málaga,3,27.7,20.4,24.0,1.0,31,27.3,Tormenta
1930,2020-04-12,Sevilla,2,18.9,10.3,14.6,4.8,82,22.3,Nieve
6694,2023-04-27,Madrid,4,14.2,5.5,9.8,0.4,49,49.1,Viento fuerte
9725,2021-08-12,Valencia,6,30.8,23.3,27.1,1.3,84,58.7,Despejado
12734,2024-11-06,Bilbao,7,16.1,5.7,10.9,1.3,58,66.5,Niebla
10805,2024-07-27,Valencia,6,36.2,27.4,31.8,0,77,45.7,Tormenta
12083,2023-01-25,Bilbao,7,7.6,-0.0,3.8,1.1,38,67.8,Lluvia ligera
1007,2022-10-03,Granada,1,18.1,10.0,14.1,0.7,91,2.3,Lluvia fuerte
11276,2020-11-09,Bilbao,7,10.1,0.9,5.5,5.3,66,65.1,Nieve
15229,2021-09-04,Murcia,9,25.1,18.2,21.6,2.3,94,54.6,Tormenta
6716,2023-05-19,Madrid,4,23.3,14.9,19.1,0,30,42.5,Parcialmente nublado
11793,2022-04-10,Bilbao,7,14.6,5.0,9.8,2.7,40,37.0,Viento fuerte
12516,2024-04-02,Bilbao,7,11.8,3.7,7.8,0.1,73,58.9,Viento fuerte
3670,2020-01-16,Málaga,3,20.1,9.9,15.0,2.0,51,29.4,Parcialmente nublado
17085,2021-10-03,Almería,10,25.0,13.6,19.3,0.9,82,3.8,Despejado
5229,2024-04-23,Málaga,3,25.4,12.9,19.1,0,48,79.5,Parcialmente nublado
60,2020-02-29,Granada,1,11.8,3.2,7.5,0.2,46,21.9,Despejado
9492,2020-12-22,Valencia,6,12.3,1.0,6.7,0,84,24.3,Lluvia ligera
3611,2024-11-18,Sevilla,2,20.6,10.1,15.4,0.8,40,48.0,Parcialmente nublado
11557,2021-08-17,Bilbao,7,29.7,17.6,23.6,0,62,14.9,Despejado
11744,2022-02-20,Bilbao,7,10.2,3.2,6.7,0,40,52.2,Parcialmente nublado
6304,2022-04-02,Madrid,4,20.0,6.3,13.2,6.4,67,24.9,Nublado
5395,2024-10-06,Málaga,3,18.9,9.0,13.9,0.7,50,36.1,Lluvia fuerte
10383,2023-06-01,Valencia,6,26.8,19.7,23.2,7.1,75,62.2,Tormenta
2181,2020-12-19,Sevilla,2,14.4,5.6,10.0,11.1,51,45.8,Niebla
8098,2022-02-28,Barcelona,5,17.7,5.9,11.8,1.1,54,11.5,Parcialmente nublado
3026,2023-04-13,Sevilla,2,27.6,17.0,22.3,2.2,81,7.8,Despejado
12719,2024-10-22,Bilbao,7,19.5,10.0,14.8,0.9,60,8.2,Niebla
2725,2022-06-16,Sevilla,2,28.1,18.7,23.4,3.1,72,43.6,Nieve
5709,2020-08-15,Madrid,4,26.7,17.4,22.0,0.8,88,14.0,Lluvia ligera
5223,2024-04-17,Málaga,3,19.1,8.9,14.0,6.7,71,47.9,Lluvia ligera
5982,2021-05-15,Madrid,4,21.4,12.4,16.9,0.3,68,41.7,Lluvia fuerte
12006,2022-11-09,Bilbao,7,16.5,6.5,11.5,1.5,87,24.4,Parcialmente nublado
10730,2024-05-13,Valencia,6,29.5,20.2,24.9,4.1,31,4.1,Viento fuerte
1743,2024-10-08,Granada,1,22.7,11.9,17.3,0.3,30,77.7,Despejado
18240,2024-12-01,Almería,10,15.7,7.3,11.5,5.9,89,28.6,Lluvia ligera
3100,2023-06-26,Sevilla,2,32.3,22.5,27.4,0.1,34,51.2,Tormenta
17840,2023-10-28,Almería,10,25.7,14.1,19.9,0,38,74.6,Tormenta
11260,2020-10-24,Bilbao,7,22.6,10.0,16.3,2.1,41,52.8,Nieve
9890,2022-01-24,Valencia,6,14.0,4.8,9.4,0,83,61.6,Lluvia ligera
125,2020-05-04,Granada,1,22.4,13.7,18.0,0.4,88,31.9,Nublado
5373,2024-09-14,Málaga,3,34.5,23.9,29.2,1.3,31,76.2,Parcialmente nublado
14138,2023-09-10,Zaragoza,8,27.0,17.1,22.1,0,32,3.2,Parcialmente nublado
12903,2020-04-23,Zaragoza,8,18.1,8.8,13.5,2.0,72,43.4,Niebla
9253,2020-04-27,Valencia,6,23.9,15.7,19.8,4.2,81,28.3,Despejado
13980,2023-04-05,Zaragoza,8,13.2,5.0,9.1,1.2,46,77.6,Despejado
14332,2024-03-22,Zaragoza,8,18.0,9.1,13.6,9.8,68,41.7,Parcialmente nublado
3102,2023-06-28,Sevilla,2,29.4,19.7,24.5,0.8,77,45.5,Despejado
13101,2020-11-07,Zaragoza,8,12.4,4.8,8.6,0,41,13.9,Niebla
6984,2024-02-11,Madrid,4,7.6,-1.0,3.3,1.7,37,28.8,Nublado
11436,2021-04-18,Bilbao,7,11.9,1.5,6.7,4.4,32,50.1,Nublado
184,2020-07-02,Granada,1,32.0,23.2,27.6,4.8,67,25.7,Nublado
11142,2020-06-28,Bilbao,7,23.3,11.0,17.1,2.7,43,6.4,Nieve
8736,2023-11-28,Barcelona,5,12.7,4.4,8.6,0,48,36.7,Lluvia fuerte
16943,2021-05-14,Almería,10,23.8,13.6,18.7,1.8,67,6.9,Niebla
14213,2023-11-24,Zaragoza,8,14.9,4.2,9.6,3.7,56,32.0,Tormenta
16762,2020-11-14,Almería,10,19.0,7.0,13.0,0.4,31,50.2,Lluvia fuerte
5886,2021-02-08,Madrid,4,12.8,2.3,7.6,2.4,37,7.8,Nublado
18051,2024-05-26,Almería,10,24.6,16.0,20.3,0,87,34.2,Viento fuerte
11807,2022-04-24,Bilbao,7,10.1,2.9,6.5,0,45,55.2,Niebla
17267,2022-04-03,Almería,10,23.3,13.1,18.2,1.3,32,63.7,Nieve
13914,2023-01-29,Zaragoza,8,8.5,-1.4,3.5,0,79,31.8,Niebla
17456,2022-10-09,Almería,10,23.2,12.7,17.9,1.3,72,71.4,Parcialmente nublado
1176,2023-03-21,Granada,1,12.8,4.3,8.6,2.5,41,45.0,Despejado
9742,2021-08-29,Valencia,6,28.2,17.7,22.9,0,67,23.9,Lluvia ligera
7349,2020-02-10,Barcelona,5,16.2,6.9,11.6,3.7,63,8.4,Nublado
706,2021-12-06,Granada,1,14.4,5.4,9.9,1.0,68,17.3,Tormenta
12299,2023-08-29,Bilbao,7,26.1,16.4,21.2,1.7,45,68.1,Parcialmente nublado
11624,2021-10-23,Bilbao,7,16.0,9.0,12.5,0,33,49.8,Tormenta
6345,2022-05-13,Madrid,4,21.8,12.8,17.3,15.0,62,27.8,Nublado
17832,2023-10-20,Almería,10,28.4,16.3,22.4,0,32,67.3,Viento fuerte
15370,2022-01-23,Murcia,9,12.6,4.7,8.7,6.0,90,36.0,Tormenta
7553,2020-09-01,Barcelona,5,26.7,18.6,22.6,0,73,17.7,Lluvia fuerte
12842,2020-02-22,Zaragoza,8,10.8,0.8,5.8,0,71,64.6,Niebla
1858,2020-01-31,Sevilla,2,14.4,2.6,8.5,0,76,77.8,Niebla
13176,2021-01-21,Zaragoza,8,9.9,-3.5,3.2,3.9,48,70.4,Parcialmente nublado
14467,2024-08-04,Zaragoza,8,30.8,19.7,25.2,9.1,48,74.4,Niebla
12294,2023-08-24,Bilbao,7,23.0,12.3,17.6,0.1,45,6.6,Nieve
14761,2020-05-24,Murcia,9,27.0,19.1,23.1,4.2,57,45.5,Nublado
15202,2021-08-08,Murcia,9,32.5,19.6,26.1,0,36,30.7,Tormenta
13320,2021-06-14,Zaragoza,8,24.6,14.6,19.6,0.7,81,2.9,Viento fuerte
5810,2020-11-24,Madrid,4,15.8,3.7,9.8,1.3,41,80.0,Nublado
11191,2020-08-16,Bilbao,7,20.6,11.9,16.2,0.7,72,74.3,Niebla
17030,2021-08-09,Almería,10,35.3,25.4,30.3,2.5,40,35.7,Tormenta
1241,2023-05-25,Granada,1,21.2,12.7,16.9,1.3,88,14.8,Lluvia ligera
13743,2022-08-11,Zaragoza,8,32.8,24.0,28.4,6.6,66,18.0,Viento fuerte
8638,2023-08-22,Barcelona,5,22.4,15.8,19.1,16.5,49,18.0,Lluvia fuerte
9262,2020-05-06,Valencia,6,24.3,14.7,19.5,2.3,84,61.6,Parcialmente nublado
7561,2020-09-09,Barcelona,5,28.0,17.3,22.6,3.1,82,70.1,Parcialmente nublado
14190,2023-11-01,Zaragoza,8,13.4,2.1,7.8,3.0,51,44.9,Lluvia fuerte
3183,2023-09-17,Sevilla,2,32.2,21.8,27.0,0.4,75,43.6,Nublado
7556,2020-09-04,Barcelona,5,25.1,18.1,21.6,3.3,72,76.2,Viento fuerte
12712,2024-10-15,Bilbao,7,19.4,9.7,14.5,0.7,45,73.5,Niebla
17263,2022-03-30,Almería,10,20.7,8.8,14.8,1.9,41,62.4,Lluvia fuerte
18179,2024-10-01,Almería,10,24.7,14.8,19.8,1.0,74,48.1,Lluvia ligera
520,2021-06-03,Granada,1,25.6,15.1,20.4,5.4,48,12.9,Lluvia fuerte
10997,2020-02-04,Bilbao,7,11.7,3.9,7.8,0.4,77,72.3,Nublado
16590,2020-05-26,Almería,10,23.3,12.9,18.1,1.1,60,19.4,Niebla
17269,2022-04-05,Almería,10,25.1,15.8,20.5,1.1,90,71.8,Despejado
14951,2020-11-30,Murcia,9,19.1,9.0,14.1,0,72,41.8,Nieve
2417,2021-08-12,Sevilla,2,36.5,29.5,33.0,0,85,47.5,Despejado
15664,2022-11-13,Murcia,9,23.8,12.9,18.4,13.2,42,61.2,Lluvia fuerte
6089,2021-08-30,Madrid,4,30.7,21.8,26.2,3.1,84,16.9,Lluvia ligera
12121,2023-03-04,Bilbao,7,16.5,7.6,12.1,0.3,66,24.9,Tormenta
17622,2023-03-24,Almería,10,18.9,7.5,13.2,3.8,69,10.7,Parcialmente nublado
1023,2022-10-19,GRANADA,1,30.2,21.2,25.7,0.1,94,39.5,Parcialmente nublado
511,2021-05-25,Granada,1,22.0,10.8,16.4,0,85,51.7,Nublado
10684,2024-03-28,Valencia,6,19.1,8.2,13.7,0,45,8.8,Tormenta
16229,2024-05-31,Murcia,9,22.3,13.8,18.1,14.1,36,75.7,Despejado
12877,2020-03-28,Zaragoza,8,17.2,6.1,11.6,5.4,59,55.6,Niebla
7299,2024-12-22,Madrid,4,6.3,-3.7,1.3,0.3,30,58.3,Nublado
15276,2021-10-21,Murcia,9,27.2,18.2,22.7,0.6,63,66.2,Lluvia fuerte
1205,2023-04-19,Granada,1,17.3,5.6,11.4,0.8,92,0.6,Tormenta
16178,2024-04-10,Murcia,9,24.6,15.6,20.1,5.4,82,47.5,Parcialmente nublado
8869,2024-04-09,Barcelona,5,14.2,4.4,9.3,0,94,56.1,Lluvia ligera
5726,2020-09-01,madrid,4,25.4,14.1,19.8,0.7,38,69.2,Viento fuerte
2169,2020-12-07,Sevilla,2,15.8,2.4,9.1,12.4,38,61.5,Tormenta
13640,2022-04-30,Zaragoza,8,18.9,7.8,13.3,1.2,31,49.8,Tormenta
12132,2023-03-15,Bilbao,7,12.5,-0.0,6.2,0.1,93,30.9,Parcialmente nublado
12520,2024-04-06,Bilbao,7,21.9,12.1,17.0,2.5,31,1.4,Viento fuerte
13241,2021-03-27,Zaragoza,8,19.6,8.7,14.2,0,89,22.2,Nublado
9075,2024-11-01,Barcelona,5,15.0,6.3,10.7,1.9,41,56.8,Nieve
9782,2021-10-08,Valencia,6,24.8,13.3,19.1,1.2,46,22.6,Parcialmente nublado
16434,2024-12-22,Murcia,9,11.0,-1.8,4.6,0,45,72.6,Parcialmente nublado
4267,2021-09-04,Málaga,3,28.2,16.3,22.2,1.1,68,66.3,Parcialmente nublado
11433,2021-04-15,Bilbao,7,17.5,9.0,13.2,0.6,84,8.4,Parcialmente nublado
12471,2024-02-17,Bilbao,7,16.9,5.1,11.0,0,67,20.7,Tormenta
16857,2021-02-17,Almería,10,17.7,6.5,12.1,1.2,75,65.8,Nieve
6363,2022-05-31,Madrid,4,22.9,14.8,18.9,0.5,62,27.3,Tormenta
14434,2024-07-02,Zaragoza,8,31.5,20.5,26.0,1.8,82,46.4,Despejado
4499,2022-04-24,Málaga,3,18.3,10.2,14.2,0,64,4.3,Nieve
11490,2021-06-11,Bilbao,7,22.1,12.3,17.2,1.0,49,70.9,Nublado
2266,2021-03-14,Sevilla,2,14.9,7.8,11.3,0,80,50.0,Lluvia ligera
5178,2024-03-03,Málaga,3,23.4,11.3,17.4,8.4,61,76.4,Viento fuerte
185,2020-07-03,Granada,1,30.6,19.9,25.2,0,86,28.1,Despejado
886,2022-06-04,Granada,1,28.3,21.5,24.9,3.1,53,46.1,Lluvia fuerte
1429,2023-11-29,Granada,1,14.6,6.4,10.5,0.9,77,28.1,Niebla
15036,2021-02-23,Murcia,9,21.6,8.2,14.9,0.0,81,68.6,Tormenta
10624,2024-01-28,Valencia,6,14.8,2.8,8.8,4.3,45,57.1,Parcialmente nublado
4319,2021-10-26,Málaga,3,22.0,12.2,17.1,10.4,75,2.5,Lluvia ligera
5163,2024-02-17,Málaga,3,19.3,9.8,14.6,0.0,72,35.2,Parcialmente nublado
3396,2024-04-17,Sevilla,2,23.1,13.0,18.1,4.1,55,76.6,Lluvia ligera
7401,2020-04-02,Barcelona,5,23.9,10.5,17.2,0,49,52.7,Nieve
9877,2022-01-11,Valencia,6,14.4,5.3,9.8,4.4,34,78.2,Lluvia ligera
1671,2024-07-28,Granada,1,31.2,19.8,25.5,0,52,40.5,Parcialmente nublado
7418,2020-04-19,Barcelona,5,28.0,19.1,23.6,3.0,86,33.9,Lluvia fuerte
6341,2022-05-09,Madrid,4,17.9,9.7,13.8,2.9,58,69.3,Niebla
5350,2024-08-22,Málaga,3,35.2,24.5,29.9,1.8,49,8.9,Lluvia ligera
679,2021-11-09,Granada,1,14.6,3.4,9.0,0,88,7.2,Niebla
4557,2022-06-21,Málaga,3,33.1,25.1,29.1,4.6,45,77.7,Niebla
1494,2024-02-02,Granada,1,13.5,3.5,8.5,0,89,76.5,Nublado
17715,2023-06-25,Almería,10,29.2,17.6,23.4,0.1,67,60.7,Niebla
16523,2020-03-20,Almería,10,16.3,4.8,10.6,15.3,68,77.6,Viento fuerte
4172,2021-06-01,Málaga,3,25.5,16.4,20.9,1.0,49,28.6,Viento fuerte
6730,2023-06-02,Madrid,4,28.8,17.6,23.2,2.3,52,80.0,Viento fuerte
7575,2020-09-23,Barcelona,5,27.4,14.9,21.1,0.2,42,24.4,Niebla
12971,2020-06-30,Zaragoza,8,17.8,8.5,13.2,0.4,85,43.7,Lluvia fuerte
8089,2022-02-19,Barcelona,5,6.9,-1.0,3.0,0,33,35.1,Tormenta
3709,2020-02-24,Málaga,3,16.5,5.7,11.1,0,72,70.0,Niebla
9199,2020-03-04,Valencia,6,19.2,9.9,14.6,0.3,69,3.3,Despejado
3563,2024-10-01,Sevilla,2,26.3,15.1,20.7,2.1,32,66.9,Lluvia fuerte
14638,2020-01-22,Murcia,9,10.3,3.0,6.7,1.5,88,18.9,Niebla
13770,2022-09-07,Zaragoza,8,22.3,14.2,18.2,3.5,91,73.7,Lluvia fuerte
18046,2024-05-21,Almería,10,27.4,18.7,23.0,3.3,46,35.2,Nieve
11721,2022-01-28,Bilbao,7,16.2,8.2,12.2,1.1,33,48.6,Despejado
1471,2024-01-10,Granada,1,9.4,-0.3,4.5,0,35,5.9,Niebla
3043,2023-04-30,Sevilla,2,16.9,9.0,12.9,1.6,49,31.3,Lluvia ligera
10687,2024-03-31,Valencia,6,19.7,10.0,14.8,4.9,69,68.5,Niebla
8688,2023-10-11,Barcelona,5,19.3,9.1,14.2,4.5,66,74.3,Tormenta
13220,2021-03-06,Zaragoza,8,16.6,6.2,11.4,1.3,39,53.6,Tormenta
7774,2021-04-10,Barcelona,5,22.0,10.8,16.4,4.4,35,39.5,Tormenta
6887,2023-11-06,Madrid,4,7.1,-3.6,1.7,0,69,6.9,Niebla
2098,2020-09-27,Sevilla,2,34.3,25.5,29.9,2.7,91,23.0,Parcialmente nublado
1889,2020-03-02,Sevilla,2,17.2,6.3,11.8,6.3,73,40.5,Lluvia ligera
5478,2024-12-28,Málaga,3,15.3,5.2,10.2,2.4,75,13.5,Despejado
2525,2021-11-28,Sevilla,2,18.5,10.8,14.7,0,80,7.3,Despejado
1716,2024-09-11,Granada,1,29.4,16.1,22.8,1.2,78,48.5,Nieve
17150,2021-12-07,Almería,52,16.0,7.8,11.9,1.3,32,8.7,Nublado
17156,2021-12-13,Almería,10,22.3,10.4,16.4,1.2,67,27.8,Tormenta
16475,2020-02-01,Almería,10,18.9,9.0,13.9,9.2,64,44.4,Lluvia fuerte
5291,2024-06-24,Málaga,3,28.4,17.9,23.1,3.4,61,48.3,Niebla
6316,2022-04-14,Madrid,4,13.8,3.7,8.8,0,88,43.7,Despejado
17100,2021-10-18,Almería,10,31.1,19.4,25.2,0,55,2.3,Tormenta
17667,2023-05-08,Almería,10,30.3,20.9,25.6,0,76,75.6,Viento fuerte
9377,2020-08-29,Valencia,6,33.2,22.6,27.9,4.6,90,4.9,Niebla
4973,2023-08-11,Málaga,3,34.1,23.3,28.7,9.3,78,24.9,Niebla
13134,2020-12-10,Zaragoza,8,11.8,1.5,6.7,2.9,50,79.8,Viento fuerte
8476,2023-03-13,Barcelona,5,18.7,10.4,14.6,1.0,94,20.6,Despejado
11366,2021-02-07,Bilbao,7,16.8,8.7,12.8,2.3,92,42.5,Parcialmente nublado
10641,2024-02-14,Valencia,6,17.5,7.6,12.6,0.9,51,40.5,Nublado
3203,2023-10-07,Sevilla,2,25.7,17.4,21.5,2.8,81,38.5,Lluvia ligera
14592,2024-12-07,Zaragoza,8,10.8,-0.1,5.4,7.4,60,70.5,Viento fuerte
2770,2022-07-31,Sevilla,2,36.4,25.4,30.9,0.2,33,77.6,Lluvia ligera
3308,2024-01-20,Sevilla,2,17.9,6.7,12.3,0.7,43,26.2,Niebla
8093,2022-02-23,Barcelona,5,16.7,6.9,11.8,0,91,40.8,Nublado
2550,2021-12-23,Sevilla,2,13.8,3.0,8.4,8.2,69,16.2,Nublado
11550,2021-08-10,Bilbao,7,24.7,15.3,20.0,3.8,91,28.5,Viento fuerte
16755,2020-11-07,Almería,10,16.9,7.2,12.0,1.9,74,53.6,Lluvia fuerte
9812,2021-11-07,Valencia,6,22.2,13.4,17.8,0,95,26.8,Despejado
8461,2023-02-26,Barcelona,5,22.8,9.0,15.9,1.4,60,77.9,Viento fuerte
11912,2022-08-07,Bilbao,7,23.0,13.9,18.4,4.3,51,35.2,Nublado
704,2021-12-04,Granada,1,16.8,7.9,12.4,1.5,51,45.7,Nieve
3305,2024-01-17,Sevilla,2,15.4,4.3,9.8,7.0,71,64.2,Despejado
2491,2021-10-25,Sevilla,2,21.8,12.5,17.1,5.3,35,42.7,Viento fuerte
11362,2021-02-03,Bilbao,7,17.5,6.8,12.2,0,40,6.5,Viento fuerte
16201,2024-05-03,Murcia,9,20.7,9.3,15.0,1.2,54,72.5,Tormenta
18150,2024-09-02,Almería,10,33.0,22.8,27.9,0.9,42,34.4,Viento fuerte
2789,2022-08-19,Sevilla,2,33.4,22.1,27.8,3.3,61,76.2,Nublado
425,2021-02-28,Granada,1,19.2,8.1,13.6,0.0,83,48.4,Nublado
5020,2023-09-27,Málaga,3,30.0,17.8,23.9,3.2,72,40.4,Nieve
3311,2024-01-23,Sevilla,2,16.5,4.6,10.6,0.1,53,74.5,Nublado
13622,2022-04-12,Zaragoza,8,23.2,11.5,17.4,1.2,89,31.7,Parcialmente nublado
11471,2021-05-23,Bilbao,7,14.6,4.5,9.6,4.8,47,74.6,Lluvia ligera
10091,2022-08-13,Valencia,6,33.6,26.5,30.1,0,75,17.8,Niebla
9273,2020-05-17,Valencia,6,22.1,15.0,18.6,2.9,33,59.0,N/A
5244,2024-05-08,Málaga,3,22.6,11.7,17.1,1.2,47,60.1,Nublado
13918,2023-02-02,Zaragoza,8,12.6,-0.3,6.1,0,36,38.1,Lluvia fuerte
6441,2022-08-17,Madrid,4,26.7,16.4,21.5,2.8,39,10.5,Nieve
4481,2022-04-06,Málaga,3,26.4,14.1,20.2,5.8,83,2.9,Parcialmente nublado
8541,2023-05-17,Barcelona,5,28.7,17.9,23.3,7.6,46,58.0,Nublado
4286,2021-09-23,Málaga,3,26.3,16.1,21.2,0.4,41,44.3,Viento fuerte
14426,2024-06-24,Zaragoza,8,25.8,17.3,21.6,0.2,58,68.2,Despejado
11987,2022-10-21,Bilbao,7,12.7,5.2,8.9,2.5,71,8.0,Nublado
13483,2021-11-24,Zaragoza,8,17.7,6.5,12.1,3.0,82,8.1,Despejado
5180,2024-03-05,Málaga,3,16.6,4.7,10.7,1.3,45,44.7,Lluvia fuerte
12091,2023-02-02,Bilbao,7,15.5,5.4,10.4,12.7,30,51.1,Viento fuerte
3029,2023-04-16,Sevilla,2,24.8,13.6,19.2,2.0,91,15.5,Viento fuerte
14969,2020-12-18,Murcia,9,11.0,4.2,7.6,1.9,38,46.3,Tormenta
6033,2021-07-05,Madrid,4,33.2,22.2,27.7,10.0,40,33.1,Lluvia ligera
745,2022-01-14,Granada,1,10.2,0.4,5.3,3.5,33,22.9,Nublado
13347,2021-07-11,Zaragoza,8,32.3,22.2,27.2,0.1,83,74.2,Lluvia ligera
5498,2020-01-17,Madrid,4,11.7,1.7,6.7,9.3,66,56.9,Nublado
15617,2022-09-27,Murcia,9,36.0,26.3,31.1,1.0,66,50.6,Nublado
16358,2024-10-07,Murcia,9,23.9,13.3,18.6,4.8,46,60.1,Despejado
7535,2020-08-14,Barcelona,5,27.5,18.0,22.8,0.4,57,45.1,Nublado
1924,2020-04-06,Sevilla,2,23.6,14.5,19.1,1.3,39,34.6,Despejado
2500,2021-11-03,Sevilla,2,16.6,5.8,11.2,0.9,65,10.1,Lluvia ligera
3687,2020-02-02,Málaga,3,16.9,7.5,12.2,0.4,58,35.1,Lluvia fuerte
6876,2023-10-26,Madrid,4,17.9,5.6,11.8,0.4,61,76.2,Nieve
10713,2024-04-26,Valencia,6,22.2,10.8,16.5,0,71,73.5,Nieve
11117,2020-06-03,Bilbao,7,25.0,18.2,21.6,0,68,38.9,Despejado
13103,2020-11-09,Zaragoza,8,13.8,4.5,9.2,6.0,89,45.3,Lluvia fuerte
6726,2023-05-29,Madrid,4,11.9,3.9,7.9,4.3,93,61.2,Lluvia ligera
